,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
3565,11.0,3.0,1.0,3.0,42.0,187.3,0.1,9.6,19.51,1798.04,0.06,99.89,7,0,1,0,12,10,26,16,5,False
3566,155.0,23.0,8.0,8.0,534.0,3491.91,0.02,54.15,64.48,189081.51,1.16,10504.53,125,9,21,0,29,64,295,239,45,True
3567,5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5,6,8,7,1,False
3568,507.0,30.0,24.0,22.0,892.0,5606.58,0.01,71.33,78.6,399935.95,1.87,22218.66,212,74,219,0,24,54,571,321,59,False
3569,75.0,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,False
3570,10.0,2.0,1.0,2.0,27.0,112.59,0.15,6.87,16.37,774.04,0.04,43.0,6,1,0,1,10,8,16,11,3,True
3571,46.0,11.0,10.0,9.0,143.0,766.13,0.04,23.75,32.25,18195.59,0.26,1010.87,38,0,6,0,19,22,88,55,21,False
3572,22.0,1.0,1.0,1.0,27.0,110.36,0.24,4.2,26.28,463.52,0.04,25.75,3,5,6,4,7,10,15,12,1,True
3573,8.0,1.0,1.0,1.0,15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,2,0,7,5,9,6,1,False
3574,26.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
3575,51.0,14.0,14.0,13.0,204.0,1162.89,0.03,29.13,39.92,33873.85,0.39,1881.88,47,0,2,0,21,31,118,86,27,False
3576,10.0,2.0,1.0,2.0,18.0,62.27,0.4,2.5,24.91,155.67,0.02,8.65,8,0,0,0,5,6,12,6,3,True
3577,26.0,5.0,5.0,2.0,60.0,263.54,0.09,10.91,24.16,2874.97,0.09,159.72,20,0,4,0,10,11,36,24,9,False
3578,59.0,9.0,7.0,3.0,138.0,734.43,0.03,28.72,25.57,21094.35,0.24,1171.91,30,7,15,3,22,18,91,47,17,False
3579,38.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,False
3580,48.0,6.0,1.0,6.0,100.0,495.42,0.05,20.16,24.58,9985.8,0.17,554.77,34,9,3,0,15,16,57,43,11,False
3581,9.0,1.0,1.0,1.0,49.0,230.32,0.14,7.19,32.04,1655.44,0.08,91.97,8,0,1,0,10,16,26,23,1,False
3582,17.0,2.0,1.0,2.0,36.0,155.59,0.13,8.0,19.45,1244.72,0.05,69.15,11,0,4,0,10,10,20,16,3,False
3583,79.0,8.0,1.0,3.0,222.0,1289.23,0.03,39.43,32.68,50838.75,0.43,2824.37,61,8,5,0,26,30,131,91,10,False
3584,14.0,4.0,1.0,2.0,46.0,205.13,0.08,13.2,15.54,2707.77,0.07,150.43,9,0,3,0,12,10,24,22,7,False
3585,37.0,6.0,6.0,4.0,65.0,315.77,0.07,13.93,22.67,4398.21,0.11,244.34,29,0,3,2,15,14,39,26,11,True
3586,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,False
3587,379.0,57.0,36.0,21.0,1215.0,8747.6,0.01,120.09,72.85,1050455.77,2.92,58358.65,277,54,46,0,47,100,704,511,106,False
3588,37.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
3589,256.0,15.0,7.0,13.0,755.0,5099.94,0.02,40.05,127.35,204237.6,1.7,11346.53,154,60,35,5,23,85,459,296,29,True
3590,5.0,1.0,1.0,1.0,16.0,53.15,0.29,3.5,15.19,186.03,0.02,10.33,3,0,0,0,5,5,9,7,1,False
3591,4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,0,8,7,9,7,3,False
3592,24.0,3.0,1.0,3.0,149.0,787.52,0.09,11.72,67.17,9233.05,0.26,512.95,19,0,3,0,10,29,81,68,5,False
3593,14.0,2.0,1.0,1.0,30.0,117.21,0.09,11.0,10.66,1289.27,0.04,71.63,10,0,1,1,10,5,19,11,3,False
3594,45.0,6.0,1.0,6.0,165.0,906.16,0.06,16.0,56.63,14498.49,0.3,805.47,34,0,5,2,16,29,107,58,11,True
3595,54.0,7.0,1.0,7.0,122.0,662.0,0.05,19.08,34.7,12631.04,0.22,701.72,45,0,7,0,18,25,69,53,13,False
3596,28.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
3597,26.0,11.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,False
3598,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
3599,21.0,2.0,1.0,2.0,63.0,276.72,0.1,10.13,27.33,2801.75,0.09,155.65,14,0,5,0,9,12,36,27,3,False
3600,4.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,False
3601,70.0,6.0,1.0,5.0,316.0,1783.46,0.03,33.88,52.64,60427.77,0.59,3357.1,56,1,7,0,16,33,171,143,11,True
3602,51.0,6.0,6.0,4.0,153.0,849.85,0.04,25.96,32.74,22062.16,0.28,1225.68,37,7,4,0,22,25,94,59,11,False
3603,29.0,5.0,1.0,2.0,100.0,535.76,0.04,24.89,21.52,13337.48,0.18,740.97,17,5,4,1,22,19,57,43,9,True
3604,24.0,3.0,1.0,3.0,56.0,249.73,0.07,13.8,18.1,3446.25,0.08,191.46,18,0,4,0,12,10,33,23,5,True
3605,36.0,4.0,3.0,4.0,97.0,485.0,0.09,10.68,45.4,5180.68,0.16,287.82,22,8,4,0,10,22,50,47,7,False
3606,44.0,3.0,1.0,3.0,92.0,451.43,0.06,17.0,26.55,7674.38,0.15,426.35,35,1,5,0,15,15,58,34,5,False
3607,15.0,2.0,1.0,2.0,47.0,206.44,0.14,7.38,27.96,1524.47,0.07,84.69,10,0,3,0,8,13,23,24,3,True
3608,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
3609,14.0,2.0,1.0,2.0,37.0,165.0,0.14,7.08,23.29,1168.74,0.05,64.93,9,0,3,0,10,12,20,17,3,False
3610,57.0,11.0,1.0,4.0,141.0,734.53,0.04,23.21,31.65,17048.9,0.24,947.16,53,1,1,0,18,19,92,49,15,True
3611,19.0,3.0,1.0,3.0,49.0,211.77,0.12,8.18,25.88,1732.7,0.07,96.26,15,0,1,0,9,11,29,20,5,False
3612,7.0,2.0,1.0,2.0,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,5,0,0,0,6,4,7,5,3,True
3613,17.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
3614,8.0,1.0,1.0,1.0,16.0,57.36,0.17,6.0,9.56,344.16,0.02,19.12,4,0,2,0,8,4,10,6,1,False
3615,17.0,4.0,1.0,3.0,45.0,191.16,0.15,6.75,28.32,1290.31,0.06,71.68,10,5,0,0,9,10,30,15,7,False
3616,57.0,7.0,5.0,3.0,172.0,970.74,0.03,36.5,26.6,35432.13,0.32,1968.45,40,6,8,1,25,25,99,73,13,True
3617,14.0,2.0,1.0,2.0,42.0,189.99,0.14,7.33,25.91,1393.26,0.06,77.4,9,0,2,0,11,12,26,16,3,False
3618,27.0,2.0,1.0,2.0,62.0,307.16,0.12,8.53,36.02,2618.94,0.1,145.5,18,2,4,0,12,19,35,27,3,False
3619,38.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
3620,23.0,5.0,1.0,4.0,81.0,408.6,0.06,15.42,26.5,6299.19,0.14,349.95,20,0,1,0,15,18,44,37,9,False
3621,74.0,6.0,4.0,4.0,249.0,1505.05,0.03,35.83,42.0,53931.11,0.5,2996.17,61,1,9,0,30,36,163,86,11,False
3622,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,0,0,3,3,5,3,1,False
3623,19.0,3.0,1.0,3.0,44.0,179.85,0.19,5.18,34.71,931.94,0.06,51.77,17,0,0,0,6,11,25,19,5,False
3624,28.0,5.0,4.0,5.0,91.0,470.46,0.08,12.09,38.91,5688.33,0.16,316.02,22,1,2,1,14,22,53,38,9,False
3625,187.0,35.0,26.0,16.0,526.0,3296.33,0.02,42.56,77.45,140300.03,1.1,7794.45,164,1,16,0,21,56,299,227,69,True
3626,102.0,11.0,1.0,5.0,360.0,2235.4,0.04,28.56,78.27,63843.12,0.75,3546.84,76,8,12,3,24,50,241,119,14,True
3627,32.0,4.0,1.0,1.0,50.0,222.97,0.06,16.63,13.41,3706.9,0.07,205.94,19,5,4,2,14,8,31,19,7,False
3628,20.0,3.0,1.0,3.0,68.0,323.33,0.06,17.5,18.48,5658.32,0.11,314.35,14,0,4,0,15,12,40,28,5,False
3629,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
3630,24.0,7.0,6.0,3.0,66.0,317.29,0.04,22.5,14.1,7138.92,0.11,396.61,15,3,3,0,18,10,41,25,13,False
3631,52.0,2.0,1.0,2.0,234.0,1370.77,0.07,15.02,91.25,20591.97,0.46,1144.0,39,0,11,0,13,45,130,104,3,False
3632,112.0,12.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,False
3633,59.0,12.0,1.0,12.0,156.0,806.51,0.07,14.96,53.91,12065.36,0.27,670.3,53,0,2,0,11,25,88,68,23,False
3634,11.0,5.0,5.0,1.0,28.0,114.45,0.1,9.6,11.92,1098.71,0.04,61.04,9,0,0,0,12,5,20,8,9,True
3635,17.0,6.0,1.0,1.0,65.0,276.12,0.04,24.0,11.5,6626.77,0.09,368.15,14,0,1,0,12,7,37,28,11,False
3636,18.0,6.0,5.0,3.0,209.0,1112.28,0.03,33.15,33.56,36868.91,0.37,2048.27,13,0,2,1,23,17,160,49,11,False
3637,68.0,9.0,7.0,5.0,187.0,981.36,0.02,53.14,18.47,52152.4,0.33,2897.36,52,5,9,0,24,14,125,62,17,True
3638,93.0,34.0,28.0,7.0,335.0,1978.81,0.02,40.82,48.48,80766.63,0.66,4487.03,75,10,5,1,22,38,198,141,67,False
3639,15.0,1.0,1.0,1.0,45.0,206.32,0.17,6.0,34.39,1237.94,0.07,68.77,9,0,4,0,9,15,25,20,1,False
3640,14.0,3.0,1.0,1.0,20.0,69.19,0.16,6.13,11.3,423.78,0.02,23.54,10,0,1,0,7,4,13,7,4,False
3641,29.0,3.0,1.0,3.0,71.0,316.62,0.07,14.5,21.84,4590.98,0.11,255.05,22,2,3,0,11,11,42,29,5,False
3642,108.0,15.0,3.0,9.0,377.0,2208.46,0.03,37.18,59.41,82100.95,0.74,4561.16,87,9,9,0,21,37,246,131,29,True
3643,39.0,3.0,1.0,2.0,148.0,803.09,0.07,13.55,59.28,10880.54,0.27,604.47,31,0,6,0,12,31,78,70,5,False
3644,5.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,3,0,0,0,6,5,7,5,1,False
3645,43.0,11.0,1.0,1.0,138.0,702.07,0.11,9.07,77.37,6370.63,0.23,353.92,33,1,6,1,7,27,68,70,21,False
3646,24.0,6.0,1.0,2.0,79.0,405.21,0.05,20.12,20.14,8151.94,0.14,452.89,18,0,4,0,18,17,41,38,11,False
3647,69.0,8.0,1.0,5.0,257.0,1505.5,0.03,31.84,47.28,47938.33,0.5,2663.24,63,0,4,0,20,38,136,121,15,True
3648,23.0,2.0,1.0,2.0,71.0,311.85,0.07,14.09,22.13,4394.31,0.1,244.13,16,0,4,0,10,11,40,31,3,False
3649,26.0,3.0,1.0,2.0,63.0,309.13,0.06,18.0,17.17,5564.41,0.1,309.13,22,0,2,0,18,12,39,24,5,False
3650,41.0,4.0,1.0,3.0,104.0,510.32,0.05,21.71,23.5,11081.16,0.17,615.62,32,0,7,0,16,14,66,38,7,False
3651,26.0,4.0,4.0,3.0,72.0,372.23,0.07,13.42,27.74,4995.78,0.12,277.54,21,1,2,0,17,19,42,30,7,False
3652,41.0,3.0,1.0,3.0,76.0,372.92,0.11,9.33,39.96,3480.62,0.12,193.37,25,7,6,0,12,18,48,28,5,True
3653,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
3654,15.0,1.0,1.0,1.0,53.0,229.06,0.14,6.95,32.94,1593.02,0.08,88.5,9,0,3,0,9,11,36,17,1,False
3655,24.0,2.0,1.0,2.0,75.0,371.56,0.07,14.4,25.8,5350.53,0.12,297.25,17,0,5,0,16,15,48,27,3,False
3656,8.0,1.0,1.0,1.0,17.0,58.81,0.67,1.5,39.21,88.22,0.02,4.9,5,0,0,0,3,8,9,8,1,True
3657,18.0,3.0,3.0,2.0,34.0,144.43,0.08,12.0,12.04,1733.15,0.05,96.29,11,2,3,0,12,7,20,14,5,False
3658,14.0,1.0,1.0,1.0,39.0,159.41,0.17,5.78,27.59,921.04,0.05,51.17,8,1,3,0,8,9,26,13,1,False
3659,4.0,3.0,3.0,1.0,21.0,84.0,0.13,7.7,10.91,646.8,0.03,35.93,2,0,0,0,11,5,14,7,5,True
3660,4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,False
3661,15.0,4.0,3.0,2.0,32.0,142.7,0.12,8.67,16.47,1236.75,0.05,68.71,10,1,2,0,13,9,20,12,7,False
3662,11.0,2.0,1.0,2.0,20.0,78.14,0.19,5.25,14.88,410.22,0.03,22.79,9,0,0,0,9,6,13,7,3,False
3663,16.0,5.0,4.0,5.0,71.0,351.75,0.09,10.83,32.47,3810.6,0.12,211.7,10,0,4,0,13,18,41,30,9,False
3664,11.0,2.0,1.0,2.0,17.0,62.91,0.21,4.8,13.11,301.96,0.02,16.78,5,0,4,0,8,5,11,6,3,False
3665,23.0,2.0,1.0,2.0,77.0,377.83,0.08,13.0,29.06,4911.8,0.13,272.88,16,0,5,0,15,15,51,26,3,True
3666,75.0,7.0,5.0,6.0,235.0,1382.42,0.04,26.53,52.12,36670.54,0.46,2037.25,43,14,15,0,21,38,139,96,13,False
3667,8.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,4,0,2,0,6,6,10,7,1,False
3668,14.0,2.0,1.0,2.0,27.0,105.49,0.16,6.29,16.78,663.06,0.04,36.84,6,2,4,0,8,7,16,11,3,True
3669,67.0,3.0,1.0,3.0,235.0,1393.72,0.05,18.59,74.98,25905.07,0.46,1439.17,55,0,10,0,10,37,76,74,3,False
3670,206.0,47.0,25.0,21.0,572.0,3704.12,0.01,92.24,40.16,341686.13,1.23,18982.56,177,3,23,1,40,49,346,226,86,False
3671,4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5,4,6,4,1,False
3672,62.0,5.0,1.0,3.0,195.0,1089.07,0.05,21.5,50.65,23414.96,0.36,1300.83,45,6,8,1,16,32,109,86,9,False
3673,36.0,5.0,1.0,2.0,102.0,531.36,0.07,14.48,36.71,7692.13,0.18,427.34,23,2,9,0,16,21,64,38,9,False
3674,89.0,9.0,3.0,8.0,266.0,1537.84,0.03,28.76,53.46,44234.31,0.51,2457.46,70,7,9,0,19,36,157,109,17,False
3675,98.0,19.0,10.0,16.0,351.0,2225.29,0.04,27.41,81.19,60987.96,0.74,3388.22,85,6,5,0,22,59,204,147,37,False
3676,109.0,7.0,4.0,5.0,327.0,1976.52,0.03,35.71,55.34,70589.89,0.66,3921.66,73,13,21,0,24,42,202,125,13,True
3677,25.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
3678,17.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,True
3679,83.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,False
3680,13.0,2.0,1.0,2.0,37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,0,11,11,23,14,3,False
3681,43.0,11.0,6.0,3.0,244.0,1447.1,0.03,31.31,46.22,45305.36,0.48,2516.96,35,6,2,0,22,39,133,111,21,False
3682,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
3683,6.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,3,0,1,0,4,4,6,4,1,False
3684,58.0,8.0,8.0,5.0,179.0,977.24,0.05,20.86,46.85,20382.4,0.33,1132.36,47,4,3,0,16,28,106,73,15,False
3685,27.0,4.0,1.0,4.0,62.0,284.27,0.11,8.93,31.84,2538.1,0.09,141.01,19,1,4,0,10,14,37,25,7,False
3686,10.0,1.0,1.0,1.0,21.0,77.71,0.19,5.25,14.8,407.97,0.03,22.67,4,2,2,0,7,6,12,9,1,False
3687,35.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,True
3688,70.0,26.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,48,False
3689,76.0,8.0,6.0,7.0,149.0,787.52,0.05,20.0,39.38,15750.5,0.26,875.03,55,7,8,4,15,24,85,64,14,True
3690,15.0,2.0,1.0,2.0,40.0,180.94,0.17,5.79,31.27,1046.88,0.06,58.16,11,0,2,0,9,14,22,18,3,True
3691,31.0,3.0,1.0,3.0,123.0,635.9,0.07,14.0,45.42,8902.61,0.21,494.59,25,0,4,0,14,22,79,44,5,False
3692,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
3693,24.0,4.0,1.0,4.0,71.0,341.32,0.08,12.38,27.58,4223.86,0.11,234.66,21,0,1,0,12,16,38,33,7,False
3694,9.0,2.0,1.0,2.0,18.0,66.61,0.21,4.8,13.88,319.72,0.02,17.76,7,0,0,0,8,5,12,6,3,False
3695,51.0,1.0,1.0,1.0,204.0,1046.36,0.07,13.4,78.09,14021.41,0.35,778.97,38,1,10,0,10,25,137,67,1,True
3696,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,False
3697,89.0,14.0,4.0,12.0,241.0,1386.93,0.02,53.31,26.02,73933.93,0.46,4107.43,56,12,8,11,28,26,142,99,25,False
3698,11.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
3699,23.0,4.0,1.0,4.0,62.0,304.23,0.06,16.0,19.01,4867.64,0.1,270.42,15,3,2,1,16,14,34,28,7,True
3700,95.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,False
3701,76.0,5.0,1.0,5.0,288.0,1599.72,0.04,26.96,59.35,43121.91,0.53,2395.66,54,3,16,0,13,34,147,141,9,False
3702,55.0,7.0,6.0,5.0,159.0,857.38,0.05,21.75,39.42,18647.98,0.29,1036.0,37,11,5,0,18,24,101,58,13,False
3703,29.0,5.0,1.0,3.0,109.0,559.09,0.06,16.84,33.2,9416.28,0.19,523.13,23,0,2,2,16,19,69,40,9,True
3704,8.0,1.0,1.0,1.0,24.0,91.38,0.42,2.4,38.07,219.3,0.03,12.18,6,0,0,0,4,10,12,12,1,False
3705,14.0,1.0,1.0,1.0,62.0,272.32,0.08,13.33,20.42,3630.98,0.09,201.72,9,0,3,0,12,9,42,20,1,False
3706,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
3707,30.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
3708,82.0,12.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,True
3709,4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5,4,6,4,1,False
3710,5.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,0,6,5,8,5,1,False
3711,16.0,1.0,1.0,1.0,51.0,220.42,0.12,8.5,25.93,1873.56,0.07,104.09,9,0,4,0,10,10,34,17,1,False
3712,17.0,2.0,1.0,2.0,45.0,211.52,0.14,7.29,29.03,1541.07,0.07,85.62,10,1,3,0,12,14,28,17,3,False
3713,209.0,19.0,17.0,13.0,420.0,2574.3,0.02,43.83,58.74,112821.45,0.86,6267.86,116,47,37,7,24,46,252,168,37,True
3714,36.0,12.0,10.0,6.0,99.0,480.94,0.05,20.53,23.42,9875.3,0.16,548.63,31,0,3,0,14,15,55,44,23,False
3715,12.0,2.0,1.0,2.0,29.0,110.41,0.14,7.0,15.77,772.89,0.04,42.94,8,0,2,0,7,7,15,14,3,False
3716,32.0,5.0,5.0,3.0,144.0,781.38,0.04,24.12,32.4,18846.94,0.26,1047.05,30,0,2,0,18,25,77,67,9,False
3717,10.0,3.0,3.0,3.0,49.0,218.51,0.11,9.39,23.27,2051.59,0.07,113.98,8,0,0,0,13,9,36,13,5,False
3718,16.0,2.0,1.0,1.0,32.0,142.7,0.1,9.63,14.83,1373.5,0.05,76.31,8,0,5,0,14,8,21,11,3,False
3719,18.0,3.0,3.0,1.0,42.0,189.99,0.08,12.44,15.27,2364.32,0.06,131.35,11,0,3,1,14,9,26,16,5,False
3720,10.0,2.0,1.0,2.0,23.0,82.45,0.2,5.0,16.49,412.27,0.03,22.9,7,0,1,0,6,6,13,10,3,True
3721,42.0,2.0,1.0,2.0,171.0,739.05,0.02,65.33,11.31,48284.58,0.25,2682.48,28,3,8,0,14,6,115,56,3,False
3722,6.0,1.0,1.0,1.0,19.0,72.34,0.25,4.0,18.08,289.36,0.02,16.07,3,0,1,0,7,7,11,8,1,False
3723,99.0,20.0,20.0,2.0,136.0,691.89,0.05,19.0,36.42,13146.0,0.23,730.33,53,36,8,0,17,17,98,38,39,True
3724,69.0,6.0,5.0,6.0,141.0,739.96,0.06,18.18,40.7,13453.78,0.25,747.43,40,17,10,0,16,22,91,50,11,False
3725,130.0,25.0,11.0,9.0,456.0,2813.49,0.02,49.5,56.84,139267.55,0.94,7737.09,105,3,20,0,24,48,258,198,49,True
3726,51.0,9.0,1.0,6.0,106.0,552.2,0.04,22.94,24.07,12668.16,0.18,703.79,33,9,7,0,20,17,67,39,17,False
3727,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
3728,5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,1,0,4,3,4,3,1,False
3729,16.0,1.0,1.0,1.0,65.0,265.69,0.21,4.77,55.71,1267.11,0.09,70.4,11,0,3,0,4,13,34,31,1,False
3730,5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,0,6,6,10,7,1,False
3731,23.0,4.0,1.0,4.0,51.0,227.43,0.13,7.96,28.57,1810.7,0.08,100.59,13,0,8,0,9,13,28,23,7,False
3732,30.0,1.0,1.0,1.0,55.0,237.71,0.22,4.5,52.82,1069.68,0.08,59.43,15,6,7,0,5,15,28,27,1,False
3733,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
3734,126.0,64.0,61.0,45.0,694.0,4527.35,0.02,52.59,86.09,238097.56,1.51,13227.64,91,6,17,10,26,66,427,267,127,True
3735,15.0,2.0,1.0,2.0,35.0,153.73,0.2,4.92,31.23,756.83,0.05,42.05,13,0,2,0,8,13,19,16,3,False
3736,19.0,6.0,6.0,6.0,81.0,371.38,0.03,37.64,9.87,13979.88,0.12,776.66,13,3,1,0,17,7,50,31,11,False
3737,3.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,1,0,0,0,4,2,4,2,1,False
3738,32.0,4.0,1.0,3.0,64.0,328.27,0.07,13.66,24.04,4482.99,0.11,249.06,26,0,3,0,19,16,41,23,7,False
3739,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
3740,88.0,6.0,3.0,3.0,410.0,2641.61,0.03,32.7,80.78,86388.8,0.88,4799.38,66,6,16,0,23,64,228,182,11,False
3741,34.0,7.0,6.0,3.0,130.0,661.37,0.03,29.08,22.75,19230.61,0.22,1068.37,27,0,5,0,21,13,94,36,13,True
3742,61.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,False
3743,6.0,1.0,1.0,1.0,10.0,30.0,0.4,2.5,12.0,75.0,0.01,4.17,3,1,0,0,5,3,7,3,1,False
3744,45.0,7.0,7.0,4.0,156.0,786.93,0.06,17.43,45.15,13714.99,0.26,761.94,36,4,1,0,12,21,95,61,13,False
3745,63.0,21.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,41,True
3746,85.0,38.0,30.0,4.0,318.0,1794.75,0.03,39.66,45.26,71172.91,0.6,3954.05,68,6,10,0,18,32,177,141,75,False
3747,8.0,1.0,1.0,1.0,53.0,207.07,0.13,8.0,25.88,1656.52,0.07,92.03,5,0,0,0,6,9,29,24,1,False
3748,28.0,5.0,1.0,3.0,67.0,331.93,0.08,12.76,26.0,4237.0,0.11,235.39,14,0,12,0,14,17,36,31,9,True
3749,23.0,2.0,1.0,1.0,77.0,332.79,0.04,27.86,11.95,9270.54,0.11,515.03,17,0,4,0,13,7,47,30,3,False
3750,14.0,4.0,1.0,4.0,53.0,232.79,0.09,11.36,20.49,2645.37,0.08,146.97,11,0,1,0,10,11,28,25,7,False
3751,8.0,1.0,1.0,1.0,37.0,157.17,0.2,4.96,31.7,779.32,0.05,43.3,6,0,0,0,7,12,20,17,1,False
3752,21.0,7.0,5.0,4.0,102.0,514.53,0.04,25.11,20.49,12918.33,0.17,717.69,13,2,3,1,19,14,65,37,13,False
3753,25.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
3754,16.0,8.0,8.0,1.0,55.0,214.88,0.07,13.5,15.92,2900.87,0.07,161.16,13,0,1,0,9,6,37,18,15,False
3755,123.0,11.0,1.0,7.0,277.0,1636.21,0.04,28.25,57.92,46222.9,0.55,2567.94,64,41,16,0,20,40,164,113,21,False
3756,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
3757,38.0,9.0,1.0,4.0,104.0,557.19,0.05,19.86,28.05,11067.73,0.19,614.87,27,1,7,1,19,22,59,46,17,False
